founder_uuid,summary,startup_success
71c86f58-544f-feea-3887-bb28a2083a55,"The founder has a background in Chemical and Biomolecular Engineering from multiple institutions. They have experience in business development and leadership roles in non-profit organizations and youth leadership services. This founder has previous experience working at a startup and co-founded their company with a small team in Michigan. They have held full-time positions at a moderate number of companies, and none of their previous startups have been acquired.",0
0699aa95-6eea-c5cd-0c0d-c0e1e802f5d7,"The founder holds a BA in Economics from a public university. They have extensive experience in executive roles at a major resort company and in venture capital. With high levels of press and media coverage, this founder enjoys strong public visibility. They previously held a junior role at a venture capital firm and have experience working at a startup. Co-founding their company with a small team in Nevada, they have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
beeef24a-d785-4566-ba3b-202e1fb1ac52,"The founder has a degree in Media Studies and Computer Science from a liberal arts college. Work history details are not available. This founder's strong financial background stems from their experience at a top-tier bank. They co-founded their company in Delaware with a small team and have worked full-time at a large number of companies, with none of their previous startups being acquired.",0
38f2cd7c-88eb-49ce-a288-4df86a49bcec,"The founder holds a JD and CPA and is the president and co-founder of an insurance company. They have extensive experience in the insurance industry. Having previously worked at a startup, this founder started their company alone in Illinois. They have held full-time positions at a small number of companies, and none of their previous startups have been acquired.",0
270de026-e339-e658-cbea-fefe928e75fc,"The founder has an MBA from a public university and a BA in Economics from a well-regarded institution. They are the founder and CEO of a software development company and have experience as an entrepreneur-in-residence. This founder has previous experience working at a startup and co-founded their company with a small team in California. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
42e451ff-f6db-41ad-e434-a7fa8d29874f,"The founder has a background in software development with extensive experience in leadership roles at major technology companies. They have served as CTO and vice president in various organizations. Having held a C-level role at a public tech company, this founder co-founded their company in Michigan with a small team. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
19244d58-5cf1-4d8e-801e-00bcd1039612,"The founder holds an MS and BS in Computer Science from a prestigious university. They are the co-founder and CEO of a software development company and have held engineering and product management roles at major tech firms. This founder has moderate press and media coverage and has previously held a C-level role at a public tech company. They co-founded their company in California with a small team and have worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
f5c8c43d-da4b-a5f6-d925-c548b4fa8776,"The founder has a B.S. in Applied Economics and Management from a public university. They have experience in sales and corporate strategy within the healthcare and insurance sectors. Co-founding their company in Minnesota with a small team, this founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
d12ba9eb-7807-4ed8-8397-0eb93c7a096f,"The founder holds an MEng in Computer Science and Brain and Cognitive Sciences from a prestigious university. They are a co-founder and CTO of a technology company and have held engineering roles at leading firms in AI and machine learning. This founder enjoys high levels of press and media coverage, suggesting strong public visibility. They have previous experience working at a startup and co-founded their company in California with a small team. They have worked full-time at a moderate number of companies and have successfully navigated more than one startup acquisition.",1
bee2db70-239c-9748-cfd0-d393f619de46,"The founder is the founder of a company specializing in mechanical models. Work history details are not available. This founder has previous experience working at a startup and started their company alone in Delaware. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
fae8b3d7-f3a4-da91-9e2c-657f6bd4351f,"The founder has an MS in Finance & Applied Statistics and a BA in Economics from reputable institutions. They have held managing director and analytical roles in major consulting and energy companies. Co-founding their company in Texas with a small team, this founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
48eee2dc-fa33-43f2-bc77-17485aebf759,"The founder has a Ph.D. in Economic Geography and International Studies from a respected university. They are a partner and co-founder of a design services company and have experience in international trade and development. This founder has previous experience working at a startup and started their company alone in California. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
86368757-a28f-6fa8-f973-be1f0e4af0b4,"The founder holds a B.S. in Electrical Engineering and Computer Science from a prestigious university. They have served on the board of directors for various companies and have extensive experience in technology and financial services. With a limited personal brand or public presence, this founder has worked at a medium-sized bank and has previous experience working at a startup. They co-founded their company in New York with a small team and have worked full-time at a small number of companies, with none of their previous startups being acquired.",1
7069b196-2623-4b73-9167-65df565e8d38,"The founder has a Ph.D. in Biomedical Sciences and a B.S. in Genetics from reputable institutions. They have worked in biotechnology research and drug discovery at various organizations. This founder co-founded their company in California with a small team and has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
73d912ac-4a96-97ec-a092-1fbd6aaf7feb,"The founder holds a Ph.D. in Analytical Chemistry and a B.S. in Chemistry from respected universities. They have held director and managerial roles in research and development within the renewables and environment sector. Co-founding their company in Oregon with a small team, this founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
fb75a5a3-7d05-2240-da2d-7aff511b01e7,"The founder holds a degree in Finance with a concentration in Entrepreneurship from a top-tier public research university and has experience as president of an online printing company. They co-founded a software development firm and have worked as an analyst in venture capital and private equity at a small firm. The founder has a diverse professional background, having previously held a junior role at a venture capital firm and gained experience working at a startup. They embarked on their entrepreneurial journey by starting the company alone in New York. Throughout their career, the founder has worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
c0882378-3262-4226-b607-becdc7ae2c26,"This founder is a graduate of an Ivy League university with an MBA and an MD. They serve as executive chairman and co-founder of a biotechnology research company and have held a similar role in renewable energy semiconductor manufacturing. With a solid foundation in the startup ecosystem, the founder has previous experience working at a startup and has also participated in an IPO from a prior venture. They co-founded the company with a small team in Florida and have worked full-time at a limited number of companies. Notably, none of their previous startups have been acquired.",1
bc088b63-5ca5-9227-5e0e-5857d275695d,"The founder has a BS from a top-tier public research university and completed a program at a prestigious startup accelerator. They co-founded an online tutoring platform and have held various roles in web development and growth at several technology companies. The founder is recognized for their strong personal brand and public presence, which is evident through their thought leadership, public speaking engagements, and significant media recognition. They have previous experience working at a startup and co-founded the company with a small team in California. The founder has worked full-time at a moderate number of companies and has successfully navigated previous startup acquisitions.",0
7443edf2-ee28-4611-3628-229eb5f140f1,"This founder holds a Master's in Computer Science from a major private research university and has extensive experience in media production, having worked in various engineering roles at a mid-sized media company. The founder has a background in startups, having previously worked at one before co-founding their current company with a small team in California. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
d40f3893-3255-094a-5306-9c3d7f8c83be,"The founder has a ChEng in Chemical Engineering and an additional degree in Engineering Management. They have served as president and CEO at two plastics manufacturing companies and have founded a sign products company. With experience in the startup world, the founder co-founded their current company with a small team in New Jersey. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
b544c195-4a8c-9529-17d6-3e309566a4c9,"This founder holds a PhD in Computer Science and has a postdoctoral background from a major public research university. They are currently the director of security and risk engineering at a large software company. The founder has garnered moderate press and media coverage, reflecting their previous experience working at a startup and holding a C-level role at a public tech company. They co-founded the company with a small team in California and have worked full-time at a limited number of companies, with none of their previous startups being acquired.",1
5dd7f6ed-0dd4-6e13-785a-b37868772940,"The founder has a BS in Computer Science from a prestigious university and has held multiple technical roles at a major animation studio, progressing from software engineer to global technology supervisor. The founder has received moderate press and media coverage and co-founded their current company with a large founding team in California. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",1
d52520b8-b730-de45-bd43-deac36efce1b,"This founder has a degree in Mechanical Engineering and has co-founded a computer networking company. They also serve as an advisor in venture capital and have worked in product roles at a large software company. The founder is known for their strong personal brand and public presence, which is highlighted by their thought leadership and high levels of press coverage. They have previous experience working at a startup and held a VP-level role at a public tech company. The company was co-founded by a small team in California, and the founder has worked full-time at a moderate number of companies, with a history of previous startup acquisitions.",1
e8a475db-d303-4999-9205-c01594de3a79,"The founder holds an MBA from a top business school and a BS in Electrical Engineering. They have extensive experience in product management and marketing across various technology companies and serve on the board of a biotechnology firm. The founder held a VP-level role at a public tech company before starting their current venture alone in California. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
647d4cbd-60fa-45a6-5f96-42c479538c82,"This founder has a BS in Computer Science and has co-founded a website creation service. They have also worked as a tech lead and architect at a mid-sized software development company. The founder has made between 1 to 10 angel investments and has previous experience working at a startup. They co-founded their current company with a small team in Maryland and have worked full-time at a limited number of companies, with a history of previous startup acquisitions.",1
fb82d5fa-f587-4bee-a1fb-248048f3257f,"The founder has a Master's in Mechanical Engineering and has founded multiple companies in manufacturing and e-commerce. They currently serve as chairman and CEO of a design services firm. The founder embarked on their entrepreneurial journey by starting the company alone in North Carolina. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
97a0b7f7-a03a-15e8-dcfd-d99207ef1bf3,"This founder has a Master's Certificate in Executive Healthcare Leadership and a BS in Biomathematics. They have worked as a researcher in healthcare settings affiliated with major institutions. The company was co-founded by a small team in California, where the founder has worked full-time at a limited number of companies. None of their previous startups have been acquired.",0
3912c047-0169-40e3-b7ec-3c3b35891282,"The founder holds a Bachelor's degree in Information Technology and has worked as a software engineer at a small technology firm and a large agricultural company. The company was co-founded by a small team in Missouri, and the founder has worked full-time at a limited number of companies. None of their previous startups have been acquired.",0
a146c595-a7fe-a991-077b-ff00676cb257,"This founder has a degree in Entrepreneurship and Finance and has served as an entrepreneur in residence at a venture capital firm. They are also the CEO of a media distribution company. The founder previously held a junior role at a venture capital firm and has experience working at a startup. They co-founded their current company with a large founding team in California and have worked full-time at a limited number of companies, with none of their previous startups being acquired.",1
af51fe23-71e3-470d-6ca6-8af257f1fccc,"The founder holds a PhD in Biophysics and has held director-level positions in clinical and translational research at a major medical center. The company was co-founded by a small team in Maine, where the founder has worked full-time at a limited number of companies. None of their previous startups have been acquired.",0
fdba4775-26b1-4d46-a555-37543661d5ae,"This founder has a BS in Oceanography and has worked as a senior technical project manager in IT services for a mid-sized company, with previous roles in program management and product management. The founder started the company alone in New Hampshire and has worked full-time at a limited number of companies, with none of their previous startups being acquired.",0
7498e13f-33a2-4b64-bcdd-62532dc2176e,"The founder holds an MBA and has served as CFO at a financial services company, with prior experience in management accounting. The company was co-founded by a small team in Idaho, and the founder has worked full-time at a limited number of companies. None of their previous startups have been acquired.",1
316f0ae1-f287-4d5f-9046-94c8719788f9,"This founder is pursuing an MSc in Bioinformatics and has worked as a software engineer and professor in software development and higher education, with experience in various technical roles. The founder has previous experience working at a startup and co-founded their current company with a small team in Massachusetts. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
7913a640-8808-4b6a-9c92-d8b18a963343,"The founder has an A.B. in Economics from an Ivy League university and has held senior roles in financial services, including founding a commercial finance company. The founder has a background in finance, having worked at a mid-tier large bank, and has previous experience working at a startup. They started the company alone in New Jersey and have worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
de6b49ca-cc14-f3f7-e5a9-d135608b3501,"This founder has a BS in Mechanical Engineering and has held various roles in engineering and sales, including project management and technical support. The company was co-founded by a small team in Massachusetts, where the founder has worked full-time at a limited number of companies. None of their previous startups have been acquired.",0
bca56100-ecea-6e28-8afe-21dd19f995c4,"The founder holds a ScB in Mathematics/Computer Science from an Ivy League university and has extensive experience in technology leadership roles, including several positions as CTO and chief scientist at various technology firms. They have worked at major technology companies and have a strong background in IT services and consulting. The founder, based in Utah, has established a strong personal brand characterized by significant public visibility, which includes thought leadership, public speaking engagements, and notable media recognition. Their high levels of press coverage further underscore their prominence in the industry. With previous experience at a startup and a C-level role at a public tech company, the founder has a diverse professional background. The company was initiated by a small team of co-founders, and despite their extensive work history at numerous companies, none of their previous startups have been acquired.",0
aae72e45-3d34-e14e-4c48-6c48ab1b73e0,"The founder has an MBA in Finance from a top business school and dual bachelor's degrees in Business Administration and Law from a reputable university. They have founded a venture and have significant experience in equities at major financial services firms. Located in Massachusetts, the company was founded by a small team of co-founders. The founder has worked full-time at a limited number of companies and has not seen any of their previous startups acquired.",1
2cdcfc50-088a-14cc-94be-e6d006ae5da1,"The founder has a strong educational background with degrees from prestigious institutions and has worked in research services at a major research institute. They have experience in computational consulting and data analysis within the biotechnology sector. In Massachusetts, the company was established by a small team of co-founders. The founder has a history of working full-time at a small number of companies, and none of their previous startups have been acquired.",0
5f65acaf-3d25-0564-0109-1b05203e5f2f,"The founder holds a B.S.E. in Computer Engineering and has co-founded a technology company, serving as CEO. They have held leadership roles in technology and financial services, including positions at major firms. The founder, based in Michigan, has cultivated a strong personal brand and enjoys high levels of press coverage, indicating significant public visibility. Their professional experience includes working at a top-tier bank, which has provided them with robust financial expertise. They have also worked at a startup and held a C-level position at a public tech company. The company was founded by a small team of co-founders, and despite their extensive work history at a moderate number of companies, none of their previous startups have been acquired.",1
388bf975-69ba-2886-8a52-49ed0bc214aa,"The founder has an MBA from a top business school and a BS in Marketing. They are the CEO and owner of a biotechnology company and have held various leadership roles in the biotech sector, including advisory positions and experience in venture capital. Based in California, the founder has a background that includes a junior role at a venture capital firm and board or advisory positions at large companies and well-known startups. They have also worked at a tier 1 venture capital firm and have previous experience in a startup environment. The company was started by a small team of co-founders, and the founder has worked full-time at a large number of companies, with none of their previous startups being acquired.",1
a168f4b5-39e3-47f6-9f08-656fd6bab298,"The founder has a Ph.D. in Microbiology and Immunology and a BS in Biochemistry. They have held multiple roles in biotechnology research, including director of antibody sciences at a mid-sized firm. The company, founded in Massachusetts, was initiated by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
96a08cc7-ee6a-e90c-3420-bdc6e22e2099,"The founder has a bachelor's degree in Music Production and Engineering and has worked as a freelance producer and manager in the wellness and fitness industry, as well as in music production. The company was established by a large founding team of co-founders. The founder has worked full-time at a large number of companies, and none of their previous startups have been acquired.",0
5d44f43e-ddb9-4cad-9ec4-42fe20956759,"The founder has a bachelor's degree in Economics and has held various leadership roles in financial services, including president of a financial services division. They have extensive experience in financial advising. In Texas, the founder started the company alone and has worked full-time at a large number of companies. None of their previous startups have been acquired.",1
e2e9c631-7f24-88fa-5354-b889d9d38593,"The founder has a bachelor's degree in Telecommunications Engineering and has worked as a software engineer and manager at a technology firm, as well as founding their own company in the IT services sector. The company was founded in California by a small team of co-founders. The founder has previous experience working at a startup and has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",0
a374403e-2fb1-4feb-87dd-235d71c2814f,"The founder holds dual bachelor's degrees in Accounting and Law and has served as a VP at a financial opportunity fund, along with experience in program direction. The company was started in New York by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
a7b21cce-03ea-fb85-02a8-d1813ab07931,"The founder has a Ph.D. in Nanotechnology and a BS in Chemical Physics. They have co-founded a company in the appliances and electronics manufacturing sector and have held senior scientific roles in biotechnology. Based in California, the founder has garnered significant press coverage, indicating strong public visibility. They have held board or advisory roles at large companies and well-known startups, and have previous experience working at a startup. Additionally, the founder held a C-level role at a public tech company. The company was founded by a small team of co-founders, and despite their work history at a moderate number of companies, none of their previous startups have been acquired.",1
d19c2916-a9ed-4ab3-bccb-6b935756707d,"The founder has a Ph.D. in Materials Science and serves as a board member at a biotechnology firm. They are a professor at a major research university and have experience in higher education. The company was founded in California by a small team of co-founders. The founder has previous experience working at a startup and has worked full-time at a small number of companies, with none of their previous startups being acquired.",1
02a708a5-8230-4527-b365-c7af3b8b2e07,"The founder holds a JD in Law from a top law school and a BA in Political Science. They have extensive experience in legal counsel and development advisory roles in the energy sector. The company was established in Massachusetts by a large founding team of co-founders. The founder has worked full-time at a large number of companies, and none of their previous startups have been acquired.",1
7863b558-4bbb-4177-4907-2ef74ef88914,"The founder has a degree in Geodesy and has founded a company in IT services and consulting. They have experience as a professional snowboarder and have held internships in the tech sector. In California, the founder has a limited personal brand and moderate press coverage. They have previous experience working at a startup and the company was started by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
b3dabce5-4d5d-f735-bc48-b1063661067d,"The founder has a master's degree in Mathematics and Computer Science and has founded a company in the technology sector. They have experience leading software development teams. The company was founded in Virginia by a small team of co-founders. The founder has previous experience working at a startup and has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",0
aa0b810b-341c-eae5-0411-f9ca0ede5093,"The founder holds an MS and BE in Electrical Engineering from a prestigious university. They have extensive experience in software engineering and have served as a board member in a nonprofit organization. The company was founded in Tennessee by a small team of co-founders. The founder held a C-level role at a public tech company and has worked full-time at a small number of companies, with none of their previous startups being acquired.",0
17e0b1a7-e8e8-f519-5dac-a00eda3a5afe,"The founder has experience as a lead web developer at a small technology firm. The company was established in California by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
85dc2128-e7f6-451a-9f8f-0f90ab655de1,"The founder has a JD from a top law school and dual degrees in Electrical Engineering and Computer Science from a prestigious university. They are a partner at a law firm specializing in intellectual property. In California, the company was started by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
f17896bb-bfef-401b-8e39-b4bad5575132,"The founder has a bachelor's degree in Accounting, Finance, and Computer Science and has held executive roles in healthcare management. They have extensive experience in sales and operations within the healthcare sector. The company was founded in California by a small team of co-founders. The founder has held a C-level role at a public tech company and has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",0
580413ac-148e-926e-d0b7-41b1d543107c,"The founder holds an MBA from a top business school and a BA in Economics. They have served as executive vice president in pharmaceutical manufacturing and have held senior marketing roles in the industry. In North Carolina, the founder started the company alone and has worked full-time at a moderate number of companies. None of their previous startups have been acquired.",1
d715b035-5d26-4724-a9b2-ffe8abc1e132,"The founder holds a Master's in Work and Organizational Psychology from a top-tier public research university and an MBA in International Management from a major business school. They work as an expert in spectator sports at a mid-sized sports media company and have several years of experience as a football player. The company was founded in Alabama by a small team of co-founders. The founder has dedicated their career to working full-time at a limited number of companies, and none of their previous startups have been acquired.",0
1e2167c3-f93d-c235-f140-3ca974fd7b49,"This founder is a graduate of an Ivy League university with a Bachelor's in Chemical Engineering and a Master's in Military Operations. They have held significant roles at a major technology company and the U.S. Department of Defense, including positions in product management and venture capital, and co-founded a technology firm. Based in California, the company was established by a small team of co-founders. The founder boasts a strong personal brand and public presence, evidenced by significant media coverage and thought leadership. They have held a junior role at a venture capital firm, gained experience at a startup, and served in a C-level position at a public tech company. Additionally, the founder has military work experience and has worked full-time at numerous companies, with a history of previous startup acquisitions.",1
d93d5d33-3672-4443-a28d-72a43ea72a1b,"The founder has a Bachelor's in American History and is the founder and CEO of a healthcare company focused on sleep apnea solutions. In North Carolina, the founder started the company alone after gaining strong financial experience from their time at a top-tier bank. They have also worked full-time at a moderate number of companies, but none of their previous startups have been acquired.",0
7b5fe74d-52f1-4bc2-acd0-c9cd04d92a6b,"This founder holds a B.A. in American Studies from a prestigious university and a J.D. from a top law school. They serve as CEO of a marketing company and have experience as an attorney at a major law firm. The company was founded in Arizona by a small team of co-founders. The founder has previous experience working at a startup and has worked full-time at a limited number of companies, with none of their previous startups being acquired.",1
38b9f96d-2fe3-4289-bcea-0e188d7ff392,"The founder has a Ph.D. in Computer Science and a Bachelor's in History from a top-tier university. They have worked as an investment consultant and held various roles in law and business development. Founded by a small team of co-founders in California, the founder has worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
aaea3896-57a2-71cd-a4a8-0c66ef313f6e,"This founder has a Bachelor's in Business Administration and serves as the chairman and chief investment executive at a financial group. The company was established in Florida by a small team of co-founders. The founder has held board or advisor roles at large companies or well-known startups and has worked full-time at a limited number of companies, with none of their previous startups being acquired.",0
f565bd1b-ee5d-effb-772a-36280b99fd81,"The founder holds an MBA from a prestigious business school and an MS in Physics and Mathematics. They have extensive experience in venture capital, technology, and have served on the boards of several companies. In California, the company was started by a small team of co-founders. The founder has a limited personal brand but enjoys high levels of press coverage, indicating strong public visibility. They have previously held a junior role at a venture capital firm, served in a director-level position at a public tech company, and have experience working at a startup. The founder has worked full-time at a moderate number of companies and has a history of previous startup acquisitions.",0
15e89835-4939-f65d-d833-b3885cb011ef,"No information available. The company was founded in California by a small team of co-founders. The founder has worked full-time at a large number of companies, and none of their previous startups have been acquired.",0
41b141de-f3ab-4c05-a3de-40c6591de499,"This founder has a Ph.D. and Master's in Computer Science and a Bachelor's in Geodetic Science. They have held senior roles in technology and financial services, including managing director at a major financial institution. Based in Florida, the company was started by a small team of co-founders. The founder has high levels of press coverage, suggesting strong public visibility, and has worked at a top-tier bank, indicating robust financial experience. They have held a C-level role at a public tech company and have worked full-time at a large number of companies, with none of their previous startups being acquired.",0
34cc8e4e-dc7b-41d7-b5c1-c2bb8d08b949,"No information available. The company was founded in California by a small team of co-founders. The founder has worked full-time at a large number of companies and has strong financial experience from their time at a top-tier bank, with none of their previous startups being acquired.",0
a35b201d-d8c2-30b5-a936-670cea8e6c7e,"No information available. In Illinois, the company was started by a small team of co-founders. The founder has previously held a junior role at a venture capital firm and has strong financial experience from their time at a top-tier bank. They have worked full-time at a large number of companies, and none of their previous startups have been acquired.",0
8eb3fcb6-a944-dbaa-d060-07cab2ade55b,"The founder has a Master's and Bachelor's in Occupational Therapy and has held various roles in healthcare, including occupational therapist and assistant director of rehab at a large healthcare organization. The company was founded in Colorado by a small team of co-founders. The founder has worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
202e5d0d-dd7a-4024-aa18-17104d302a88,"The founder has a background in management and computer science from a top-tier university and has worked in product management and as a founding member of a market research firm. In Massachusetts, the company was started by a small team of co-founders. The founder has previous experience working at a startup and has received awards or honors during their education. They have worked full-time at a limited number of companies and have a history of previous startup acquisitions.",0
7c86b227-e31a-43da-9d2f-f52c499ddeae,"The founder holds a Bachelor's in Finance and Financial Management Services and works as a business development analyst at a small financial services firm. The company was founded in California by a small team of co-founders. The founder has worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
14ec046a-c554-f526-eae9-7e2b622ac61d,"This founder has a Master's in Information Technology and a Bachelor's in Software Engineering. They have extensive experience at a major technology company in business process management. In California, the company was started by a small team of co-founders. The founder has worked full-time at a limited number of companies, and none of their previous startups have been acquired.",1
28db83cb-235c-61c1-1a6f-0be4ff370b09,"The founder holds dual degrees in Biological Engineering and Physics from an Ivy League university and a Ph.D. in Bioinformatics. They have experience in pharmaceutical manufacturing and biotechnology research, including roles at a major pharmaceutical company. The company was founded in Massachusetts by a small team of co-founders. The founder has moderate press coverage and has previously held a junior role at a venture capital firm. They have also held board or advisor roles at large companies or well-known startups, have experience working at a startup, and have worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
04878c0b-a8bc-e2cb-5f23-44773cc525f3,"The founder has a degree from a reputable university and serves as president of a strategy firm. The company was founded in Washington by a small team of co-founders. The founder has worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
d33f57f2-7677-4fa3-a668-549ccd9dec29,"This founder has a Bachelor's in Economics and Sociology and an MBA in Finance. They are the co-founder and CEO of a software development company and serve on several boards in the Nashville area. In Tennessee, the company was started by a small team of co-founders. The founder has held board or advisor roles at large companies or well-known startups and has strong financial experience from their time at a top-tier bank. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",0
0e0018f0-41fb-4f76-af0b-d91615f0dc1a,"The founder has a Bachelor's in English Language and Literature and works as a product manager at a major retail company. The company was founded in Pennsylvania by the founder alone. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
5064c175-7d45-02e9-50f4-59dea2bdba6f,"The founder holds a Ph.D. in Computer Science and a Bachelor's in Electrical Engineering. They have worked as a research assistant at a major university. The company was established in Indiana by a small team of co-founders. The founder has worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
4177c935-8db4-4146-96b6-b9c97b7c6571,"The founder holds a PhD in Earth Sciences from a top-tier public research university and a BS in Biological Sciences from a major public university. They have experience as a founder and product architect in the energy sector, co-founding a health and wellness company, and serving as a visiting researcher at a prominent research institute in Europe. The founder has a background in startups, having previously worked at one before embarking on their own entrepreneurial journey in California. They started their company independently and have dedicated their career to a small number of full-time roles. Notably, none of their previous startups have been acquired.",0
6373eb95-b80d-5a7e-bb2f-ee0d20206eae,"The founder graduated with a BA from an Ivy League university and holds a JD from a top law school. They are the co-founder and CPO of a startup in the spectator sports industry. With prior experience in the startup ecosystem, the founder co-founded their company in New York as part of a large founding team. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",1
10f82b5a-9262-1d3a-e46e-0693fedbc59e,"The founder has an MEng and MA in Manufacturing Engineering from a prestigious university. They have held various strategic roles in major media companies, including head of strategy at a global radio firm and strategy manager at a leading broadcasting corporation. The founder has garnered significant press and media coverage, indicating a strong public presence. They have previous startup experience and held a director-level position at a public tech company before starting their own venture alone in New York. Throughout their career, they have worked full-time at a moderate number of companies, with none of their previous startups being acquired.",0
d02f9484-283d-fad7-75c0-6c68b942b6e2,"The founder holds an MBA from a top business school and a BS in Computer Science from a major university. They have co-founded a video advertising technology company and served in various roles at a major technology company, including as a board member and advisor. Demonstrating a strong personal brand and public presence, the founder has received extensive media coverage and is recognized for their thought leadership and public speaking. They have held board or advisor roles at prominent companies and have previous startup experience. With a C-level role at a public tech company in their background, they co-founded their company in California with a small team. They have worked full-time at a small number of companies and have successfully navigated previous startup acquisitions.",1
6ed3a321-1b4e-43f9-a07e-1d1966df90ea,"The founder has a BA in Economics from a top-tier university and has held senior marketing roles in financial services and insurance. They serve as a board member and advisor for several companies. The founder has moderate media coverage and has held advisory roles at well-known startups and large companies. They have previous experience in the startup world and co-founded their company in Colorado with a small team. Their career includes full-time positions at a moderate number of companies, and none of their previous startups have been acquired.",1
fedc2e49-2150-7104-ddb5-cb155d3eb1fc,"The founder has a PhD and MSc in Electrical Engineering from a prestigious university and a BS from a major university. They are the co-founder and CEO of a software development company and have experience as a researcher at a leading semiconductor manufacturer. With a background that includes military experience, the founder has previously worked at a startup and co-founded their company in California with a small team. They have dedicated their career to a small number of full-time roles, and none of their previous startups have been acquired.",1
7bae1466-1e8a-4ce5-9b4e-af25bd4b3b0a,"The founder holds a BA in Urban Design from a major university and is the co-founder of a beverage manufacturing company. The founder has previous experience in the startup environment and co-founded their company in Arizona with a small team. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
de600633-3f5f-dc02-d5ee-771bcd0f56d1,"The founder has a BA in Economics from a top-tier university and has co-founded a technology company. They have held leadership roles in entertainment and financial services. The founder has moderate media coverage and has worked at a top-tier bank, showcasing their strong financial expertise. They have previous startup experience and co-founded their company in New York with a small team. Their career includes full-time roles at a small number of companies, and none of their previous startups have been acquired.",1
2259b9b4-bfa0-340f-5bff-817c4baad656,"The founder has a BS in Accounting from a major university and has held senior technology roles at a leading cybersecurity firm, including founder and CEO of a previous company. The founder is recognized for their strong personal brand and public visibility, supported by extensive media coverage. They have previous startup experience and held a C-level role at a public tech company before co-founding their company in California with a small team. They have worked full-time at a moderate number of companies, and their previous startups have seen acquisitions.",1
7d79e31a-b6ab-c215-bce3-c56353b4d621,"The founder has a BSE in Computer Engineering from a major university and is the co-founder and CEO of a self-driving vehicle technology company. They have held significant roles in hardware development at a major technology company. The founder has established a strong personal brand and public presence, evidenced by significant media coverage. They have previous startup experience and held a C-level position at a public tech company before co-founding their company in Pennsylvania with a small team. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
f858d6ad-dc6a-36ab-8065-54ab19f45340,"The founder has a BA in Finance from a major university and has held various leadership roles in the hospitality and clothing industries. The founder has a limited personal brand and public presence but possesses previous startup experience. They co-founded their company in California with a small team and have worked full-time at a small number of companies, with none of their previous startups being acquired.",0
6ff59225-e181-4fe3-5d79-f4d2c49f3467,"The founder holds an MBA from a top business school and has extensive experience in financial services, including strategic planning and business development roles at a major financial institution. The founder co-founded their company in New York with a small team. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
a4e7f7a0-aedb-406e-9a24-195609d4ea7f,"The founder has a BS in Electrical and Electronics Engineering from a major university and has experience in business development within the renewable energy sector. The founder has a limited personal brand and public presence. They co-founded their company in California with a small team and have worked full-time at a small number of companies, with none of their previous startups being acquired.",0
